Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","5511","Production","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","2","Afghanistan","5611","Importations - Quantité","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2731","Viande de Bovins","2018","2018","Milliers de tonnes","1003","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2731","Viande de Bovins","2018","2018","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2732","Viande d'Ovins/Caprins","2018","2018","Milliers de tonnes","162","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2732","Viande d'Ovins/Caprins","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2733","Viande de porcins","2018","2018","Milliers de tonnes","265","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2733","Viande de porcins","2018","2018","Milliers de tonnes","35","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1762","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","515","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2735","Viande, Autre","2018","2018","Milliers de tonnes","48","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2735","Viande, Autre","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2736","Abats Comestible","2018","2018","Milliers de tonnes","364","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2736","Abats Comestible","2018","2018","Milliers de tonnes","117","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2740","Beurre, Ghee","2018","2018","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2740","Beurre, Ghee","2018","2018","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2743","Crème","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2737","Graisses Animales Crue","2018","2018","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2737","Graisses Animales Crue","2018","2018","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2781","Huiles de Poissons","2018","2018","Milliers de tonnes","8.05","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2781","Huiles de Poissons","2018","2018","Milliers de tonnes","0.18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2782","Huiles de Foie de Poisso","2018","2018","Milliers de tonnes","0.06","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2782","Huiles de Foie de Poisso","2018","2018","Milliers de tonnes","0.06","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2744","Oeufs","2018","2018","Milliers de tonnes","454","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2744","Oeufs","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2848","Lait - Excl Beurre","2018","2018","Milliers de tonnes","3753","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2848","Lait - Excl Beurre","2018","2018","Milliers de tonnes","87","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","2.82","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","15.05","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2762","Perciform","2018","2018","Milliers de tonnes","169.78","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2762","Perciform","2018","2018","Milliers de tonnes","63.36","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2763","Poissons Pelagiques","2018","2018","Milliers de tonnes","342.35","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2763","Poissons Pelagiques","2018","2018","Milliers de tonnes","166.44","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2764","Poissons Marins, Autres","2018","2018","Milliers de tonnes","7.46","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2764","Poissons Marins, Autres","2018","2018","Milliers de tonnes","0.74","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2765","Crustacés","2018","2018","Milliers de tonnes","1.75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2765","Crustacés","2018","2018","Milliers de tonnes","19.65","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2766","Cephalopodes","2018","2018","Milliers de tonnes","1.18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2766","Cephalopodes","2018","2018","Milliers de tonnes","9.66","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2767","Mollusques, Autres","2018","2018","Milliers de tonnes","3.41","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2767","Mollusques, Autres","2018","2018","Milliers de tonnes","8.05","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2769","Animaux Aquatiques Autre","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2769","Animaux Aquatiques Autre","2018","2018","Milliers de tonnes","0.07","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5511","Production","2775","Plantes Aquatiques","2018","2018","Milliers de tonnes","7.19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","202","Afrique du Sud","5611","Importations - Quantité","2775","Plantes Aquatiques","2018","2018","Milliers de tonnes","4.58","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2731","Viande de Bovins","2018","2018","Milliers de tonnes","39","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2731","Viande de Bovins","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2732","Viande d'Ovins/Caprins","2018","2018","Milliers de tonnes","31","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2733","Viande de porcins","2018","2018","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2733","Viande de porcins","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2735","Viande, Autre","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2736","Abats Comestible","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2736","Abats Comestible","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2740","Beurre, Ghee","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2740","Beurre, Ghee","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2743","Crème","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2737","Graisses Animales Crue","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2737","Graisses Animales Crue","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2781","Huiles de Poissons","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2782","Huiles de Foie de Poisso","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2744","Oeufs","2018","2018","Milliers de tonnes","52","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2848","Lait - Excl Beurre","2018","2018","Milliers de tonnes","1144","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2848","Lait - Excl Beurre","2018","2018","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","2.44","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","0.23","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2762","Perciform","2018","2018","Milliers de tonnes","5.54","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2762","Perciform","2018","2018","Milliers de tonnes","1.65","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2763","Poissons Pelagiques","2018","2018","Milliers de tonnes","1.66","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2763","Poissons Pelagiques","2018","2018","Milliers de tonnes","19.64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2764","Poissons Marins, Autres","2018","2018","Milliers de tonnes","0.2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2764","Poissons Marins, Autres","2018","2018","Milliers de tonnes","1.47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2765","Crustacés","2018","2018","Milliers de tonnes","2.09","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2765","Crustacés","2018","2018","Milliers de tonnes","9.3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2766","Cephalopodes","2018","2018","Milliers de tonnes","0.33","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2766","Cephalopodes","2018","2018","Milliers de tonnes","2.99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2767","Mollusques, Autres","2018","2018","Milliers de tonnes","0.43","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2767","Mollusques, Autres","2018","2018","Milliers de tonnes","0.12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2769","Animaux Aquatiques Autre","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2769","Animaux Aquatiques Autre","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5511","Production","2775","Plantes Aquatiques","2018","2018","Milliers de tonnes","0.01","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","3","Albanie","5611","Importations - Quantité","2775","Plantes Aquatiques","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2731","Viande de Bovins","2018","2018","Milliers de tonnes","153","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2731","Viande de Bovins","2018","2018","Milliers de tonnes","52","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2732","Viande d'Ovins/Caprins","2018","2018","Milliers de tonnes","344","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2732","Viande d'Ovins/Caprins","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2733","Viande de porcins","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2733","Viande de porcins","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","295","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2735","Viande, Autre","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2735","Viande, Autre","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2736","Abats Comestible","2018","2018","Milliers de tonnes","69","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2736","Abats Comestible","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2740","Beurre, Ghee","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2740","Beurre, Ghee","2018","2018","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2743","Crème","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2737","Graisses Animales Crue","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2737","Graisses Animales Crue","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2781","Huiles de Poissons","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2782","Huiles de Foie de Poisso","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2744","Oeufs","2018","2018","Milliers de tonnes","314","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2744","Oeufs","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2848","Lait - Excl Beurre","2018","2018","Milliers de tonnes","3065","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2848","Lait - Excl Beurre","2018","2018","Milliers de tonnes","307","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","1.14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2761","Poissons Eau Douce","2018","2018","Milliers de tonnes","5.79","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2762","Perciform","2018","2018","Milliers de tonnes","9.31","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2762","Perciform","2018","2018","Milliers de tonnes","8.22","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2763","Poissons Pelagiques","2018","2018","Milliers de tonnes","68.66","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2763","Poissons Pelagiques","2018","2018","Milliers de tonnes","46.56","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2764","Poissons Marins, Autres","2018","2018","Milliers de tonnes","12.76","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2764","Poissons Marins, Autres","2018","2018","Milliers de tonnes","0.4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2765","Crustacés","2018","2018","Milliers de tonnes","2.14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2765","Crustacés","2018","2018","Milliers de tonnes","2.81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2766","Cephalopodes","2018","2018","Milliers de tonnes","1.82","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2766","Cephalopodes","2018","2018","Milliers de tonnes","3.28","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5511","Production","2767","Mollusques, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2767","Mollusques, Autres","2018","2018","Milliers de tonnes","0.01","Im","Données de la FAO basées sur une méthodologie d'imputation"
